Direccion,PropiedadS,Dolares,Pesos,DolaresM2,PesosM2,Ambientes,Cotizacion,Trimestre,Barrio,Comunas
ROSARIO 500,"75","217000","14582400","2893","194432","3","67",SEGUNDO,CABALLITO,"6"
Corvalan 171 1?? Piso 0,"197","570000","38304000","2893","194437","4","67",SEGUNDO,VILLA LURO,"10"
Darregueyra al 2300 0,"47","136000","9139200","2894","194451","2","67",SEGUNDO,PALERMO,"14"
ESCALADA 200,"47","136000","9139200","2894","194451","2","67",SEGUNDO,VILLA LURO,"10"
Juan Agustin Garcia 2900,"45","129000","8668800","2894","194455","2","67",SEGUNDO,VILLA SANTA RITA,"11"
Avenida Estado de Israel al 4600 0,"38","109999","7391933","2895","194525","2","67",SEGUNDO,VILLA CRESPO,"15"
AVENIDA LIBERTADAOR al 5100 0,"190","549999","36959933","2895","194526","4","67",SEGUNDO,PALERMO,"14"
Alvarez Thomas 2900,"38","110000","7392000","2895","194526","1","67",SEGUNDO,VILLA URQUIZA,"12"
Amenabar 500 0,"38","110000","7392000","2895","194526","2","67",SEGUNDO,COLEGIALES,"13"
ARREGUI 5100,"76","220000","14784000","2895","194526","3","67",SEGUNDO,MONTE CASTRO,"10"
Artilleros Al 2300 100,"38","110000","7392000","2895","194526","2","67",SEGUNDO,BELGRANO,"13"
AV S ORTIZ 1400,"38","110000","7392000","2895","194526","2","67",SEGUNDO,PALERMO,"14"
AV. BEIRO 3500,"57","165000","11088000","2895","194526","2","67",SEGUNDO,VILLA DEVOTO NORTE,"11"
Av. Cordoba Al 700 100,"38","110000","7392000","2895","194526","2","67",SEGUNDO,RETIRO,"1"
Av. Montes De Oca 1000,"133","385000","25872000","2895","194526","3","67",SEGUNDO,BARRACAS ESTE,"4"
Av. Paseo Col??n y Brasil 0,"38","110000","7392000","2895","194526","1","67",SEGUNDO,SAN TELMO,"1"
Av. Regimiento de Patricios 1600,"38","110000","7392000","2895","194526","2","67",SEGUNDO,BARRACAS ESTE,"4"
BOULOGNE SUR MER 800,"38","110000","7392000","2895","194526","2","67",SEGUNDO,BALVANERA,"3"
Bulnes al 800 0,"114","330000","22176000","2895","194526","5","67",SEGUNDO,ALMAGRO,"5"
